pl_name,hostname,pl_orbper,pl_rade,pl_bmassj,pl_eqt,pl_insol,st_rad,st_teff,st_lum,sy_dist,pl_dens
Kepler-475 b,Kepler-475,3.105508189,2.47,,,213.6,0.781,4995.0,,280.069,
Kepler-10 b,Kepler-10,0.8374907,1.47,0.01025711,2188.0,3820.0,1.065,5708.0,,185.506,5.57
K2-185 b,K2-185,10.616646,1.31284773,,,,0.914349,5722.0,,268.357,
Kepler-1032 b,Kepler-1032,3.290114076,1.49,,802.0,97.96,0.594,4484.0,,673.01,
Kepler-323 c,Kepler-323,3.553829671,1.93,,1493.0,1174.24,1.378,6277.0,,454.883,
Kepler-1352 b,Kepler-1352,1.877872,0.84,,1757.0,,1.23,6333.0,,670.829,
Kepler-515 b,Kepler-515,19.96371318,1.75,,671.0,47.97,1.0,5780.0,,,
Kepler-357 c,Kepler-357,16.85837,2.67,,,,0.834,5036.0,,688.573,
TOI-561 b,TOI-561,0.4465713,1.48867,,2262.0,4347.38,0.84,5391.0,,85.799,
Kepler-1178 b,Kepler-1178,31.80634,0.73,,378.0,4.84,0.525,4729.0,,482.287,
Kepler-325 c,Kepler-325,12.76224947,3.33,,783.0,89.04,0.982,5749.0,,823.242,
Kepler-775 b,Kepler-775,0.974868926,1.192,,,1525.6,0.834,5354.0,,398.676,
WASP-154 b,WASP-154,3.8123614,11.0835,,955.0,138.253,0.82,4780.0,,215.501,
Kepler-424 b,Kepler-424,3.311864499,10.019,,,451.3,1.038,5482.0,,698.646,
EPIC 212424622 b,EPIC 212424622,18.0983,2.17,,,,,,,611.804,
Kepler-341 c,Kepler-341,8.01041,1.7,,,,1.024,6012.0,,1047.03,
Kepler-314 b,Kepler-314,2.46106655,0.81,,1218.0,520.99,0.909,5497.0,,268.881,
Kepler-1202 b,Kepler-1202,28.6851324,2.4,,546.0,21.02,0.835,5722.0,,1175.38,
Kepler-84 e,Kepler-84,27.4345883,2.3,,636.0,38.78,1.022,6028.0,,1023.9,
Kepler-29 c,Kepler-29,13.2884,3.14,0.01258534,,69.0,0.932,5701.0,,832.532,0.7
Kepler-1407 b,Kepler-1407,20.0711504,2.16,,736.0,69.25,1.122,6086.0,,1396.41,
Kepler-37 d,Kepler-37,39.79223792,1.88,,456.0,10.21,0.772,5417.0,,63.9207,
Kepler-1489 b,Kepler-1489,82.294751,1.67,,408.0,6.56,0.85,6004.0,,1283.05,
Kepler-265 b,Kepler-265,6.84619236,1.67,,1022.0,258.41,1.067,5839.0,,1280.25,
Kepler-44 b,Kepler-44,3.246732651,12.71,,1460.0,1072.7,1.457,5763.0,,1188.0,
Kepler-370 c,Kepler-370,19.023152,1.91,,649.0,41.84,0.874,5845.0,,1167.94,
Kepler-1342 b,Kepler-1342,2.215710358,1.66,,,,0.9,5527.0,,890.724,
Kepler-343 b,Kepler-343,8.96848108,1.79,,946.0,189.4,1.047,6122.0,,927.193,
Kepler-281 c,Kepler-281,36.33767,4.9,,499.0,,0.84,5675.0,,1745.45,
Kepler-393 b,Kepler-393,9.18247194,1.51,,1228.0,537.32,1.604,6735.0,,881.404,
Kepler-84 b,Kepler-84,8.72585936,3.03,,,,1.11,6039.0,,1023.9,
Kepler-394 d,Kepler-394,5.61357629,1.5,,1197.0,485.48,1.154,6426.0,,1058.72,
K2-19 c,K2-19,11.90715,4.86,0.0805462,,,0.86,5430.0,,289.827,1.18
Kepler-237 b,Kepler-237,4.71510365,1.5,,824.0,108.84,0.732,4861.0,,657.822,
Kepler-1608 b,Kepler-1608,16.473474,1.63,,612.0,33.22,0.754,5364.0,,,
Kepler-52 d,Kepler-52,36.445171,1.95,,,,0.556,4263.0,,321.542,
Kepler-321 c,Kepler-321,13.093921,2.32,,,,1.194,5740.0,,384.542,
Kepler-780 b,Kepler-780,0.677375164,0.89,,,,1.02,5769.0,,557.652,
Kepler-204 c,Kepler-204,25.6613816,1.78,,683.0,51.48,1.198,5815.0,,686.723,
Kepler-1164 b,Kepler-1164,3.97599768,1.22,,982.0,219.69,0.832,5211.0,,431.622,
Kepler-666 b,Kepler-666,4.49876092,2.21,,1133.0,389.62,0.969,6075.0,,1508.71,
Kepler-493 b,Kepler-493,3.003876581,11.42,,1433.0,995.65,1.167,6299.0,,1745.77,
Kepler-161 b,Kepler-161,4.921354681,2.29,,,,0.81,5147.0,,434.632,
K2-205 b,K2-205,26.682,2.209,,,,1.197,,,405.301,
TOI-1789 b,TOI-1789,3.208664,16.14093221,0.7,1927.0,2300.0,2.168,5991.0,0.7364,229.067,0.28
K2-224 c,K2-224,10.09607,2.5054075,,,,,,,275.255,
K2-115 b,K2-115,20.272602,11.5,,,,0.86,,,413.591,
Kepler-10 b,Kepler-10,0.837491331,1.45,,1968.0,3545.07,1.056,5627.0,,185.506,
Kepler-289 c,Kepler-289,125.86543389,12.77,,,,1.13,6001.0,,704.438,
KOI-351 g,KOI-351,210.6031105,6.86,,341.0,3.2,1.054,6238.0,,848.254,
Kepler-179 b,Kepler-179,2.735903375,1.8,,,,0.87,5475.0,,605.68,
KOI-351 c,KOI-351,8.71982853,1.445,,,,,,,848.254,
Kepler-816 b,Kepler-816,10.506825646,10.24,,,,0.85,5286.0,,983.697,
Kepler-1715 b,Kepler-1715,35.59713982,3.798,,,53.0,1.403,6237.0,,522.605,
Kepler-79 e,Kepler-79,81.0632,3.0,,477.0,,1.1,6405.0,,1020.72,
Kepler-173 b,Kepler-173,4.26374378,1.28,,1179.0,457.15,0.935,6032.0,,833.165,
Kepler-24 d,Kepler-24,4.24437621,1.72,,,,1.11,5952.0,,1156.81,
Kepler-117 b,Kepler-117,18.79590048,6.04,,808.0,100.91,1.183,6466.0,,1455.57,
K2-3 b,K2-3,10.05443,1.44,,,5.8,0.371,3841.0,,44.0727,
Kepler-256 b,Kepler-256,1.620467836,1.37,,1545.0,1348.59,0.965,5936.0,,1026.43,
TOI-2420 b,TOI-2420,5.842641,15.02003414,0.927,1571.6,1017.0,2.369,,0.68664,435.174,0.477
Kepler-17 b,Kepler-17,1.48571127,14.82,,1621.0,,1.048,5787.0,,720.753,
HD 106315 c,HD 106315,21.058,4.4,,874.0,,1.281,6254.0,0.35025,109.353,
Kepler-1882 b,Kepler-1882,13.7872627,1.55,,894.0,150.64,1.458,5691.0,,443.371,
TrES-4 b,TrES-4,3.5539268,19.447615,0.897,1805.0,,1.834,6200.0,,515.98,0.214
Kepler-229 b,Kepler-229,6.252964898,2.49,,,,0.76,5014.0,,826.265,
Kepler-1256 b,Kepler-1256,12.4128518,1.5,,933.0,179.24,1.346,5945.0,,891.192,
Kepler-910 b,Kepler-910,2.364369015,0.82,,,,1.5,6230.0,,400.289,
K2-391 b,K2-391,4.622654,1.371,,,,0.566,5543.0,,507.94,
Kepler-438 b,Kepler-438,35.2330694,0.97,,288.0,1.62,0.524,3749.0,,,
Kepler-330 c,Kepler-330,15.95545002,2.21,,570.0,25.0,0.743,5108.0,,717.527,
Kepler-668 b,Kepler-668,8.35389523,2.52,,790.0,91.9,0.787,5592.0,,784.618,
Kepler-903 c,Kepler-903,62.9224936,2.75,,462.0,10.73,1.08,5534.0,,1369.24,
Kepler-143 c,Kepler-143,27.08247084,2.36,,644.0,40.58,1.037,6010.0,,809.467,
Kepler-212 c,Kepler-212,31.80474045,2.06,,615.0,33.82,1.141,5914.0,,687.194,
Kepler-294 b,Kepler-294,3.70120482,1.73,,,,0.93,5559.0,,1357.01,
TOI-1117 b,TOI-1117,2.22816,2.46,0.02800253,1538.0,928.0,1.05,5635.0,-0.4437,167.598,3.3
Kepler-989 b,Kepler-989,7.964315352,2.56,,805.0,99.42,0.91,5185.0,,491.978,
Kepler-345 b,Kepler-345,7.42,1.08,,,,0.819,4722.0,,,
Kepler-198 d,Kepler-198,1.31184443,1.53,,,,0.93,5636.0,,495.358,
WASP-100 b,WASP-100,2.849375,18.94321,2.01,,,2.0,6900.0,,364.411,0.52
Kepler-296 e,Kepler-296,34.14189,1.08,,244.0,0.84,0.37,3517.0,,,
Kepler-378 c,Kepler-378,28.9059687,1.8,,668.0,47.05,1.818,4799.0,,152.094,
Kepler-871 b,Kepler-871,22.0459018,3.14,,640.0,39.69,0.951,5900.0,,1976.05,
Kepler-1424 b,Kepler-1424,29.60913,1.1,,571.0,,0.9,5905.0,,661.421,
Kepler-107 b,Kepler-107,3.180024635,1.55,,1460.0,1073.75,1.411,5851.0,,525.997,
Kepler-148 c,Kepler-148,4.180049552,3.55,,962.0,202.06,0.838,5271.0,,791.163,
K2-368 d,K2-368,20.201085,1.948,,,,0.663,4663.0,,206.608,
Kepler-278 c,Kepler-278,51.075756,2.99,,,,2.75,4989.0,,443.03,
HD 106315 b,HD 106315,9.58028883839,2.39124388,,1025.57,261.4426,1.2427,6498.0,,109.353,
TOI-1075 b,TOI-1075,0.60473924068,1.86255873,,1222.6,528.0253,0.580337,4046.0,,61.4592,
Kepler-988 b,Kepler-988,17.76076524,1.93,,368.0,4.34,0.516,3826.0,,304.889,
CoRoT-23 b,CoRoT-23,3.6313,11.77,2.8,1660.0,,1.61,5900.0,,1060.97,3.0
Kepler-327 d,Kepler-327,13.969457,1.73,,,,0.492,3799.0,,241.987,
Kepler-733 b,Kepler-733,20.83424726,2.82,,,,0.86,5418.0,,916.706,
Kepler-1540 b,Kepler-1540,125.4131177,2.3,,238.0,0.75,0.639,4366.0,,244.96,
Kepler-197 c,Kepler-197,10.35,1.23,0.017,,,1.12,,,330.575,
Kepler-769 b,Kepler-769,7.42608998,2.92,,,,1.28,6186.0,,1169.57,
Kepler-191 c,Kepler-191,17.73852054,2.11,,578.0,26.36,0.787,5275.0,,594.464,
Kepler-1487 c,Kepler-1487,35.79949951,8.95899963,,,,3.955,5745.0,,1014.62,
WASP-177 b,WASP-177,3.07171816382,12.00549486,,1043.09,279.7736,0.848394,5082.0,,176.818,
Kepler-5 b,Kepler-5,3.548465405,15.45,,,,1.77,6343.0,,899.777,
Kepler-474 b,Kepler-474,5.660672935,3.8,,1190.0,474.61,1.344,5716.0,,841.496,
TOI-561 e,TOI-561,77.03,2.55,0.03964403,415.0,4.96,0.843,5372.0,-0.27327,85.799,4.2
Kepler-226 d,Kepler-226,8.10904807,1.3,,800.0,97.03,0.91,5185.0,,980.138,
Kepler-947 b,Kepler-947,26.9644317,2.4,,573.0,25.56,0.905,5754.0,,1730.78,
Kepler-174 c,Kepler-174,44.0004287,1.783,,,,0.725,4693.0,,384.757,
Kepler-913 b,Kepler-913,10.29672521,2.06,,,,0.61,4687.0,,991.618,
Kepler-1035 b,Kepler-1035,2.714077555,1.0,,1228.0,537.57,0.818,5709.0,,562.116,
Kepler-15 b,Kepler-15,4.942783399,10.77,,1008.0,244.42,0.978,5514.0,,739.412,
Kepler-1091 b,Kepler-1091,1.434741564,1.09,,1426.0,978.41,0.754,5672.0,,914.299,
K2-104 b,K2-104,1.9741954,1.79,,798.0,,0.48,3712.0,,189.289,
Kepler-235 b,Kepler-235,3.34022436,2.11,,,38.49,0.635754,4074.0,-0.99864,428.018,
WASP-99 b,WASP-99,5.75251,11.43318,2.43,,,1.64,6150.0,,158.66,
EPIC 220554210 c,K2-282,0.70531,1.48,,,,,,,496.289,
K2-97 b,K2-97,8.405276,8.04276104,,,,2.949151,4836.0,,878.43,
Kepler-387 c,Kepler-387,11.8376933,1.0,,826.0,110.03,1.003,5772.0,,801.052,
Kepler-1092 b,Kepler-1092,58.6017925,2.07,,,,1.0,5862.0,,981.233,
Kepler-33 f,Kepler-33,41.02902,4.46,,,,1.82,5904.0,0.556,1209.16,
Kepler-215 d,Kepler-215,30.86437869,2.45,,600.0,30.56,1.008,5741.0,,485.997,
Kepler-1263 b,Kepler-1263,4.55139967,1.14,,,,0.8,5213.0,,664.83,
Kepler-1556 b,Kepler-1556,8.82713457,2.06,,900.0,154.93,1.01,5812.0,,944.54,
Kepler-1192 b,Kepler-1192,25.2034787,2.57,,600.0,30.62,0.921,5831.0,,1304.19,
K2-346 b,K2-346,26.1956,2.08,,,,0.656,,,105.58,
Kepler-795 b,Kepler-795,29.6193421,1.76,,579.0,26.58,0.988,5616.0,,492.122,
WASP-197 b,WASP-197,5.16655485276,14.3194419,,1589.4,1508.1656,2.0792,6238.0,,483.675,
Kepler-1461 b,Kepler-1461,29.3494775,1.96,,452.0,9.9,0.723,4986.0,,679.106,
K2-208 b,K2-208,4.190948,1.67866113,,,,0.862368,5582.0,,256.887,
Kepler-858 b,Kepler-858,76.13354,5.26,,410.0,,0.982,5493.0,,298.532,
Kepler-1641 b,Kepler-1641,19.672266,3.92,,908.0,160.98,1.485,6486.0,,860.37,
Kepler-1502 b,Kepler-1502,41.7083629,2.11,,613.0,33.46,1.155,6446.0,,1514.02,
L 98-59 c,L 98-59,3.690621,1.35,,,12.4,0.312,3367.0,-1.94692,10.6194,
HATS-31 b,HATS-31,3.37796,18.38276,0.88,1823.0,,1.87,6050.0,0.61909,773.974,0.243
Kepler-1497 b,Kepler-1497,8.74199772,1.66,,,,0.95,5675.0,,,
Kepler-202 c,Kepler-202,16.28247625,1.88,,505.0,15.37,0.68,4671.0,,285.111,
Kepler-391 b,Kepler-391,7.4175,2.5,3.46098705,930.0,690.0,2.879,5038.0,0.66276,869.236,380.0
Kepler-1001 c,Kepler-1001,9.18186,1.9,,802.0,,0.85,5734.0,,928.978,
K2-98 b,K2-98,10.136527,4.5,,,,1.39,,,518.625,
Kepler-338 b,Kepler-338,13.726976,2.44,,,,1.735,5923.0,,552.798,
Kepler-205 c,Kepler-205,20.30652862,1.58,,389.0,5.4,0.553,4121.0,,159.72,
K2-104 b,K2-104,1.974202,2.43,,,,0.5573,,,189.289,
Kepler-520 c,Kepler-520,5.21104261,1.07,,,,1.09,6112.0,,623.901,
Kepler-446 c,Kepler-446,3.036179,1.11,,,,0.24,3359.0,,96.339,
Kepler-248 c,Kepler-248,16.23946714,4.22,,591.0,28.75,0.837,5130.0,,738.792,
Kepler-1924 b,Kepler-1924,15.3317018,1.2,,716.0,62.23,0.844,6028.0,,1910.77,
Kepler-270 c,Kepler-270,25.2629,1.59,,760.0,,1.28,6419.0,,948.781,
GJ 3090 b,GJ 3090,2.8531016,2.02068,,610.0,23.0419,0.52,3703.0,,22.4751,
Kepler-1154 b,Kepler-1154,5.1856142,1.67,,1118.0,369.66,1.022,6163.0,,1460.1,
K2-269 b,K2-269,4.144937,1.4,,,,1.28,,,360.76,
Kepler-913 b,Kepler-913,10.29672521,2.62,,707.0,58.9,0.769,5412.0,,991.618,
Kepler-1154 c,Kepler-1154,8.45808312,1.67,,950.0,192.5,1.022,6163.0,,1460.1,
Kepler-122 b,Kepler-122,5.766148,1.92,,1048.0,,0.97,6102.0,,1027.45,
Kepler-1294 b,Kepler-1294,115.6862258,3.02,,375.0,4.69,0.929,6032.0,,1855.7,
Kepler-1137 b,Kepler-1137,23.92113,2.9,,990.0,,1.85,7115.0,,921.778,
TOI-4463 A b,TOI-4463 A,2.88069,22.4297,,1421.0,678.487,1.09,5541.0,,173.117,
Kepler-153 b,Kepler-153,18.87021566,2.87,,621.0,35.13,0.865,5402.0,,459.368,
Kepler-222 d,Kepler-222,28.08194365,3.75,,522.0,17.52,0.843,5431.0,,758.854,
Kepler-443 b,Kepler-443,177.668663,2.32,,233.0,0.7,0.701,4721.0,,802.271,
Kepler-361 c,Kepler-361,55.18815,2.55,,568.0,,1.23,6321.0,,930.32,
Kepler-188 b,Kepler-188,2.06190864,1.63,,1463.0,1082.28,1.089,5622.0,,968.544,
Kepler-1437 b,Kepler-1437,10.9295461,1.32,,773.0,84.19,0.871,5796.0,,2101.69,
Kepler-159 b,Kepler-159,10.13961841,2.6,,,,0.7,4644.0,,373.744,
Kepler-347 c,Kepler-347,27.320871,1.75,,,,1.005,6088.0,,1298.88,
Kepler-379 c,Kepler-379,62.7847,2.22,,517.0,,1.12,6255.0,,731.274,
Kepler-342 e,Kepler-342,1.644221032,1.18,,1897.0,3071.95,1.369,6297.0,,781.611,
Kepler-618 b,Kepler-618,3.595736,2.31,,1244.0,,1.01,6086.0,,1221.96,
Kepler-832 b,Kepler-832,7.13968,2.25,,935.0,,0.92,5973.0,,1688.12,
Kepler-730 b,Kepler-730,6.491684259,10.3,,1073.0,313.64,1.13,6116.0,,1935.04,
Kepler-355 c,Kepler-355,25.76313,2.82,,634.0,,1.03,5929.0,,1432.17,
Kepler-298 b,Kepler-298,10.47548192,2.2,,,,0.65,4612.0,,518.204,
Kepler-272 c,Kepler-272,6.05730524,1.87,,,,0.95,5605.0,,889.608,
TOI-2096 b,TOI-2096,3.1190633,1.243,,445.0,9.4,0.235,3300.0,-2.22768,48.4809,
Kepler-1179 b,Kepler-1179,2.685057492,1.34,,1137.0,395.08,0.829,5266.0,,415.205,
CoRoT-28 b,CoRoT-28,5.20851,10.704595,0.484,,,1.78,5150.0,,766.183,0.69
K2-195 b,K2-195,15.852989,3.0,,,,0.95,,,315.014,
Kepler-363 c,Kepler-363,7.54233911,2.35,,1295.0,663.99,2.127,5759.0,,762.596,
Kepler-256 c,Kepler-256,3.388012244,2.11,,1315.0,705.93,1.25,5553.0,,1026.43,
Kepler-1736 b,Kepler-1736,37.8101174,2.44,,566.0,24.27,0.973,6085.0,,1430.0,
K2-275 c,K2-275,8.4388385,2.21,,653.0,,0.69,4841.0,,123.438,
Kepler-822 b,Kepler-822,3.222969273,1.52,,1240.0,558.65,0.96,5823.0,,860.391,
Kepler-1093 c,Kepler-1093,89.722292,2.08,,508.0,15.69,1.262,6429.0,,1072.88,
Kepler-1387 b,Kepler-1387,2.279523364,0.87,,1123.0,374.78,0.797,5017.0,,455.358,
HAT-P-2 b,HAT-P-2,5.633477,13.2583,,1372.0,588.518,1.7,6412.8,,127.774,
Kepler-1155 b,Kepler-1155,33.47025,2.6,,615.0,,1.12,5900.0,,1128.72,
Kepler-520 b,Kepler-520,19.67416124,2.538,,,153.7,1.673,6009.0,,623.901,
Kepler-1050 c,Kepler-1050,21.1284569,1.48,,,,1.13,6010.0,,490.488,
HATS-36 b,HATS-36,4.17471430219,13.70940899,,1185.55,466.8809,1.08854,5859.0,,856.436,
Kepler-624 b,Kepler-624,14.58649856,2.45,,852.0,124.89,1.191,6063.0,,748.188,
Kepler-424 b,Kepler-424,3.311864499,9.13,,1158.0,424.48,0.946,5523.0,,698.646,
Kepler-838 b,Kepler-838,15.74958583,2.77,,777.0,86.18,1.025,6191.0,,1104.04,
WASP-165 b,WASP-165,3.465509,14.12334,0.658,1624.0,,1.75,5599.0,,602.236,0.44
Kepler-1601 b,Kepler-1601,2.20921951,0.851,,,1015.3,1.055,5752.0,,644.456,
Kepler-67 b,Kepler-67,15.72589061,2.83,,,,0.76,5314.0,,1131.19,
Kepler-227 b,Kepler-227,9.488102,2.5,,867.0,,0.99,5763.0,,1083.06,
Kepler-1078 b,Kepler-1078,3.00725242,1.9,,,,0.92,5612.0,,2481.71,
Kepler-358 b,Kepler-358,34.0607631,2.77,,,,0.91,5571.0,,1101.1,
WASP-47 e,WASP-47,0.7895933,1.808,0.0213008,,,1.137,5552.0,,264.78,6.29
Kepler-147 b,Kepler-147,12.6109708,1.29,,899.0,154.6,1.26,6010.0,,1042.02,
Kepler-776 b,Kepler-776,4.89718784,1.38,,904.0,157.93,0.847,5093.0,,727.904,
Kepler-1057 b,Kepler-1057,14.08827448,2.75,,724.0,64.97,0.895,5853.0,,1201.82,
Kepler-490 b,Kepler-490,3.268695154,12.13,,1422.0,967.13,1.171,6418.0,,1523.0,
WASP-16 b,WASP-16,3.1186068,13.652562,0.832,1389.0,,1.087,5630.0,,194.134,0.572
Kepler-62 f,Kepler-62,267.283301,1.54,,,0.5,0.707,4859.0,,300.874,
Kepler-228 d,Kepler-228,11.09431923,3.8,,,,0.92,5630.0,,1644.61,
Kepler-297 c,Kepler-297,74.92771752,7.54,,466.0,11.1,1.04,6150.0,,692.14,
Kepler-342 b,Kepler-342,15.170189,2.06,,849.0,,1.12,6464.0,,781.611,
HD 97658 b,HD 97658,9.4897116,2.12,0.02611472,751.0,,0.728,5212.0,-0.45469,21.5618,4.8
Kepler-1724 b,Kepler-1724,6.45443377,2.45,,999.0,234.98,0.943,6092.0,,1060.77,
Kepler-175 c,Kepler-175,34.0350559,3.22,,583.0,27.24,1.001,6063.0,,1312.34,
Kepler-1508 b,Kepler-1508,20.7056504,0.98,,655.0,43.45,0.921,5746.0,,1260.28,
Kepler-1740 b,Kepler-1740,8.172400475,3.32321414,,,,0.905,5705.0,,1061.77,
Kepler-1338 b,Kepler-1338,0.935118057,0.92,,2021.0,3940.07,1.095,6002.0,,753.26,
Kepler-1656 b,Kepler-1656,31.578651216,4.52,,570.0,24.94,0.99,5733.0,,185.875,
Kepler-267 d,Kepler-267,28.46381,2.31,,337.0,,0.527,4081.0,,264.993,
Kepler-633 c,Kepler-633,23.783247,2.45,,853.0,124.95,1.549,6282.0,,680.54,
Kepler-545 b,Kepler-545,13.24934059,2.47,,767.0,81.9,0.965,5936.0,,818.001,
Kepler-1682 b,Kepler-1682,14.83340944,2.54,,694.0,54.74,0.904,5570.0,,1159.85,
Kepler-325 c,Kepler-325,12.76224947,2.97,,,,0.88,5535.0,,823.242,
Kepler-813 b,Kepler-813,19.12947603,4.23,,817.0,105.25,1.71,5372.0,,,
Kepler-1800 b,Kepler-1800,4.562143,1.59,,1301.0,,1.55,5404.0,,350.455,
Kepler-1166 b,Kepler-1166,33.2406882,1.94,,563.0,23.76,1.015,5605.0,,634.906,
Kepler-1760 b,Kepler-1760,38.326218,1.83,,473.0,11.87,0.857,5448.0,,,
Kepler-397 c,Kepler-397,135.4978256,6.01,,295.0,1.8,0.757,5307.0,,,
Kepler-326 b,Kepler-326,2.248,3.03,0.14,,,1.593,,,487.675,
Kepler-353 c,Kepler-353,8.41100305,1.8,,472.0,11.71,0.539,3757.0,,384.694,
KELT-2 A b,KELT-2 A,4.11379,15.13215,1.7,,,1.93,6327.0,,134.058,
Kepler-377 c,Kepler-377,27.0141783,1.58,,626.0,36.35,0.913,6167.0,,823.804,
Kepler-975 b,Kepler-975,1.970340203,3.97,,1599.0,1540.07,1.667,4883.0,,426.088,
Kepler-9 b,Kepler-9,19.238,8.85,6.844,,,0.956,,,628.257,
Kepler-292 f,Kepler-292,20.8342947,2.57,,,,0.81,5282.0,,1056.48,
Kepler-187 b,Kepler-187,4.93886507,1.45,,,,1.2,6114.0,,1143.0,
Kepler-610 c,Kepler-610,151.86392,2.63,,318.0,2.43,0.893,5713.0,,845.824,
Kepler-1213 b,Kepler-1213,5.349791,1.29,,1156.0,422.79,1.183,6074.0,,807.812,
Kepler-6 b,Kepler-6,3.2346996,14.616536,0.668,1460.0,,1.391,5647.0,,587.039,0.4
Kepler-30 c,Kepler-30,60.32488611,12.159,,,6.1,0.819,5464.0,,914.221,
Kepler-1069 b,Kepler-1069,23.8990296,2.02,,693.0,54.65,1.203,5790.0,,695.967,
Kepler-501 b,Kepler-501,5.640676975,4.59,,1125.0,379.36,1.216,5794.0,,1125.24,
Kepler-1793 b,Kepler-1793,8.77995434,2.91,,714.0,61.46,0.765,5189.0,,1189.88,
HAT-P-26 b,HAT-P-26,4.23421531199,7.09629938,,940.71,185.0743,0.859778,5061.9,,141.837,
KOI-94 e,KOI-94,54.32031,6.56,0.11,584.0,,1.52,6182.0,0.479,477.052,0.6
KOI-3503 c,KOI-3503,31.828,1.21,0.03259621,686.0,,1.255,6001.0,,887.064,10.0
CoRoT-7 b,CoRoT-7,0.853585,1.68,0.066,,,0.87,5275.0,,159.906,
EPIC 212587672 b,EPIC 212587672,15.2841,1.12,,,,,,,320.07,
K2-277 b,K2-277,6.326763,2.07,,958.0,,0.97,5741.0,,113.123,
TOI-3877 b,TOI-3877,4.1225477,12.0574,,1115.0,257.46,1.55,5662.2,,493.77,
Kepler-1578 b,Kepler-1578,1.450886907,1.24,,1699.0,1970.75,1.023,6046.0,,1064.05,
Kepler-1669 d,Kepler-1669,4.729344,1.14,,654.0,,0.556,4265.0,,543.444,
K2-220 b,K2-220,13.68275,2.62,,,,1.056,,,233.514,
Kepler-206 d,Kepler-206,23.4432353,0.967,,,43.8,1.078,5691.0,,594.447,
Kepler-1352 b,Kepler-1352,1.877882748,0.81,,1714.0,2041.7,1.133,6324.0,,670.829,
KOI-1599.02,KOI-1599,13.6141,1.9,,739.0,,0.92,5760.0,,1131.64,
Kepler-1303 b,Kepler-1303,7.56127224,1.25,,891.0,149.17,0.895,5853.0,,897.783,
Kepler-919 b,Kepler-919,11.04603384,1.93,,869.0,134.66,1.025,6093.0,,1119.87,
Kepler-910 b,Kepler-910,2.364369015,0.8,,,2131.4,1.491,6230.0,,400.289,
TOI-561 c,TOI-561,10.778849,2.92706747,0.02170983,738.68,,0.8566,5342.0,-0.26761,85.799,1.5
HAT-P-28 b,HAT-P-28,3.25738980165,12.35693611,,1237.76,554.7122,1.04613,5698.38,,401.319,
HATS-50 b,HATS-50,3.83041624765,13.6062073,,1275.39,625.3023,1.2148,5770.0,,756.742,
Kepler-636 b,Kepler-636,16.080672,3.58,,518.0,,0.653,4886.0,,310.301,
Kepler-296 c,Kepler-296,5.841636615,1.38,,446.0,9.38,0.383,3526.0,,,
KELT-23 A b,KELT-23 A,2.2552845,14.688,,1348.0,549.715,0.96,5787.0,,126.261,
Kepler-1150 b,Kepler-1150,2.787868386,2.41,,1432.0,993.06,1.727,4827.0,,358.518,
Kepler-1747 b,Kepler-1747,6.230330323,4.11,,875.0,138.33,0.865,5477.0,,1321.38,
Kepler-656 b,Kepler-656,1.260259094,3.69,,1570.0,1437.7,0.956,5546.0,,890.352,
Kepler-1161 b,Kepler-1161,10.71252541,1.93,,468.0,11.3,0.519,4083.0,,547.726,
Kepler-464 b,Kepler-464,7.256965224,3.3,,,,1.59,5933.0,,667.604,
Kepler-1301 b,Kepler-1301,9.08233411,1.35,,734.0,68.75,0.788,5354.0,,854.28,
TOI-1710 b,TOI-1710,24.283382,5.15,0.058,730.0,33.0,0.95,5730.0,-0.04818,81.2271,
Kepler-342 e,Kepler-342,1.644224613,0.88,,,,1.34,6366.0,,781.611,
Kepler-585 b,Kepler-585,2.752359689,2.54,,1178.0,455.43,0.897,5461.0,,585.187,
K2-199 b,K2-199,3.225423,1.88203097,,,,0.667422,4681.0,,107.518,
Kepler-1987 e,Kepler-1987,8.74306,1.58,,608.0,,0.67,4601.0,,595.683,
Kepler-901 b,Kepler-901,3.517494394,1.21,,645.0,40.87,0.51,3916.0,,253.867,
Kepler-263 c,Kepler-263,47.3329299,2.18,,386.0,5.25,0.716,4987.0,,754.747,
Kepler-520 b,Kepler-520,19.67416124,1.66,,,,1.09,6112.0,,623.901,
Kepler-271 b,Kepler-271,5.217738,0.89,,,,0.88,5524.0,,404.542,
Kepler-1197 b,Kepler-1197,2.03231845,1.15,,975.0,213.53,0.638,4555.0,,486.94,
K2-180 b,K2-180,8.8665,2.24179614,0.036,729.0,67.0,0.69,5110.0,,203.896,5.6
Kepler-1312 b,Kepler-1312,5.448325286,1.8,,923.0,171.57,0.782,5674.0,,299.104,
Kepler-1965 b,Kepler-1965,41.8673672,1.06,,494.0,14.12,0.842,5864.0,,521.791,
TOI-3135 b,TOI-3135,3.7065585,13.65253849,1.03,1292.0,464.0,0.985,5890.0,0.02119,221.673,0.7
K2-75 c,K2-75,18.283257,2.31,,,,1.01,5800.0,,561.93,
Kepler-1152 b,Kepler-1152,1.646819,1.07,,879.0,,0.527,4072.0,,215.233,
Kepler-186 c,Kepler-186,7.26737224,1.26,,,11.52,0.547805,3876.0,-1.21452,177.594,
Kepler-1327 b,Kepler-1327,14.88801098,1.776,,,79.9,1.045,5646.0,,678.069,
Kepler-368 c,Kepler-368,72.381301,1.42,,376.0,4.71,0.747,5501.0,,770.978,
